time_min,NO3- (uM),NO2- (uM),O3 (nM),H2O2 (uM),OH (pM),HO2 (pM),O2- (pM),ONOOH (pM),ONOO- (pM),O2NOOH (pM),O2NOO- (pM),O3- (pM),HO3 (pM),O (pM)
7.8333,2.737775e+01,3.593775e-02,1.141693e+01,4.114991e+00,8.543583e-01,5.247351e+01,5.961100e+01,1.836220e+02,3.306063e+00,1.442590e+04,1.301755e+03,3.280039e-04,1.526904e-02,1.333911e-07
7.8667,2.752065e+01,3.614953e-02,1.139687e+01,4.132064e+00,8.534743e-01,5.293511e+01,5.978993e+01,1.838739e+02,3.291579e+00,1.449660e+04,1.300620e+03,3.264564e-04,1.527912e-02,1.327015e-07
7.9000,2.766389e+01,3.636160e-02,1.137593e+01,4.149114e+00,8.526321e-01,5.340432e+01,5.997451e+01,1.841329e+02,3.277342e+00,1.456923e+04,1.299652e+03,3.247294e-04,1.528979e-02,1.320102e-07
7.9333,2.780726e+01,3.657393e-02,1.135428e+01,4.166143e+00,8.518490e-01,5.388096e+01,6.016480e+01,1.844020e+02,3.263419e+00,1.464374e+04,1.298850e+03,3.233789e-04,1.530121e-02,1.313183e-07
7.9667,2.795066e+01,3.678656e-02,1.133190e+01,4.183149e+00,8.511253e-01,5.436491e+01,6.036072e+01,1.846812e+02,3.249813e+00,1.472003e+04,1.298209e+03,3.220932e-04,1.531329e-02,1.306258e-07
8.0000,2.809419e+01,3.699948e-02,1.130899e+01,4.200133e+00,8.504621e-01,5.485623e+01,6.056210e+01,1.849714e+02,3.236530e+00,1.479808e+04,1.297718e+03,3.208355e-04,1.532640e-02,1.299340e-07
8.0333,2.823790e+01,3.721269e-02,1.128552e+01,4.217095e+00,8.498588e-01,5.535494e+01,6.076877e+01,1.852728e+02,3.223560e+00,1.487786e+04,1.297372e+03,3.195617e-04,1.534037e-02,1.292428e-07
8.0667,2.838179e+01,3.742623e-02,1.126132e+01,4.234033e+00,8.493101e-01,5.586098e+01,6.098060e+01,1.855836e+02,3.210870e+00,1.495933e+04,1.297165e+03,3.182205e-04,1.535494e-02,1.285509e-07
8.1000,2.852580e+01,3.764015e-02,1.123652e+01,4.250949e+00,8.488165e-01,5.637432e+01,6.119753e+01,1.859040e+02,3.198462e+00,1.504247e+04,1.297094e+03,3.166550e-04,1.537020e-02,1.278594e-07
8.1333,2.866994e+01,3.785445e-02,1.121092e+01,4.267840e+00,8.483730e-01,5.689501e+01,6.141953e+01,1.862333e+02,3.186322e+00,1.512722e+04,1.297154e+03,3.148150e-04,1.538586e-02,1.271666e-07
8.1667,2.881428e+01,3.806921e-02,1.118465e+01,4.284707e+00,8.479722e-01,5.742315e+01,6.164651e+01,1.865703e+02,3.174418e+00,1.521359e+04,1.297338e+03,3.136911e-04,1.540205e-02,1.264736e-07
8.2000,2.895879e+01,3.828439e-02,1.115809e+01,4.301550e+00,8.476275e-01,5.795876e+01,6.187844e+01,1.869177e+02,3.162793e+00,1.530154e+04,1.297643e+03,3.126057e-04,1.541934e-02,1.257830e-07
8.2333,2.910361e+01,3.849992e-02,1.113144e+01,4.318369e+00,8.473477e-01,5.850189e+01,6.211510e+01,1.872779e+02,3.151475e+00,1.539107e+04,1.298064e+03,3.115592e-04,1.543800e-02,1.250964e-07
8.2667,2.924873e+01,3.871577e-02,1.110447e+01,4.335165e+00,8.471329e-01,5.905246e+01,6.235627e+01,1.876505e+02,3.140450e+00,1.548219e+04,1.298598e+03,3.105577e-04,1.545764e-02,1.244118e-07
8.3000,2.939412e+01,3.893198e-02,1.107689e+01,4.351937e+00,8.469746e-01,5.961035e+01,6.260187e+01,1.880325e+02,3.129670e+00,1.557490e+04,1.299245e+03,3.095930e-04,1.547788e-02,1.237274e-07
8.3333,2.953976e+01,3.914858e-02,1.104902e+01,4.368684e+00,8.468758e-01,6.017562e+01,6.285187e+01,1.884250e+02,3.119149e+00,1.566918e+04,1.300002e+03,3.085713e-04,1.549932e-02,1.230452e-07
8.3667,2.968564e+01,3.936554e-02,1.102075e+01,4.385407e+00,8.468382e-01,6.074835e+01,6.310631e+01,1.888288e+02,3.108899e+00,1.576504e+04,1.300868e+03,3.076455e-04,1.552156e-02,1.223645e-07
8.4000,2.983169e+01,3.958288e-02,1.099214e+01,4.402106e+00,8.468603e-01,6.132850e+01,6.336519e+01,1.892431e+02,3.098906e+00,1.586244e+04,1.301842e+03,3.067343e-04,1.554476e-02,1.216856e-07
8.4333,2.997786e+01,3.980059e-02,1.096313e+01,4.418781e+00,8.469448e-01,6.191612e+01,6.362858e+01,1.896686e+02,3.089184e+00,1.596138e+04,1.302923e+03,3.058590e-04,1.556883e-02,1.210082e-07
8.4667,3.012424e+01,4.001870e-02,1.093365e+01,4.435431e+00,8.470823e-01,6.251134e+01,6.389637e+01,1.901039e+02,3.079699e+00,1.606185e+04,1.304106e+03,3.050048e-04,1.559364e-02,1.203315e-07
8.5000,3.027080e+01,4.023726e-02,1.090365e+01,4.452055e+00,8.472697e-01,6.311419e+01,6.416857e+01,1.905481e+02,3.070436e+00,1.616384e+04,1.305389e+03,3.040326e-04,1.561897e-02,1.196554e-07
8.5333,3.041746e+01,4.045628e-02,1.087323e+01,4.468655e+00,8.475115e-01,6.372465e+01,6.444525e+01,1.910016e+02,3.061403e+00,1.626734e+04,1.306773e+03,3.032446e-04,1.564509e-02,1.189804e-07
8.5667,3.056424e+01,4.067573e-02,1.084251e+01,4.485229e+00,8.478089e-01,6.434281e+01,6.472635e+01,1.914655e+02,3.052612e+00,1.637233e+04,1.308253e+03,3.024879e-04,1.567207e-02,1.183075e-07
8.6000,3.071115e+01,4.089562e-02,1.081151e+01,4.501778e+00,8.481633e-01,6.496868e+01,6.501183e+01,1.919402e+02,3.044067e+00,1.647882e+04,1.309828e+03,3.017789e-04,1.569997e-02,1.176366e-07
8.6333,3.085815e+01,4.111591e-02,1.078033e+01,4.518301e+00,8.485807e-01,6.560220e+01,6.530161e+01,1.924261e+02,3.035774e+00,1.658679e+04,1.311498e+03,3.010293e-04,1.572895e-02,1.169685e-07
8.6667,3.100526e+01,4.133662e-02,1.074871e+01,4.534800e+00,8.490553e-01,6.624337e+01,6.559559e+01,1.929224e+02,3.027715e+00,1.669624e+04,1.313260e+03,3.001220e-04,1.575839e-02,1.163013e-07
8.7000,3.115249e+01,4.155781e-02,1.071654e+01,4.551272e+00,8.495771e-01,6.689221e+01,6.589373e+01,1.934270e+02,3.019852e+00,1.680717e+04,1.315113e+03,2.994034e-04,1.578846e-02,1.156342e-07
8.7333,3.129976e+01,4.177950e-02,1.068389e+01,4.567718e+00,8.501468e-01,6.754875e+01,6.619608e+01,1.939397e+02,3.012185e+00,1.691957e+04,1.317056e+03,2.987111e-04,1.581918e-02,1.149677e-07
8.7667,3.144710e+01,4.200172e-02,1.065072e+01,4.584137e+00,8.507606e-01,6.821308e+01,6.650266e+01,1.944605e+02,3.004710e+00,1.703343e+04,1.319087e+03,2.980372e-04,1.585033e-02,1.143015e-07
8.8000,3.159445e+01,4.222450e-02,1.061703e+01,4.600528e+00,8.514190e-01,6.888525e+01,6.681351e+01,1.949887e+02,2.997419e+00,1.714874e+04,1.321205e+03,2.973850e-04,1.588189e-02,1.136356e-07
8.8333,3.174184e+01,4.244784e-02,1.058290e+01,4.616891e+00,8.521211e-01,6.956528e+01,6.712858e+01,1.955248e+02,2.990314e+00,1.726548e+04,1.323407e+03,2.967522e-04,1.591400e-02,1.129706e-07
8.8667,3.188932e+01,4.267172e-02,1.054855e+01,4.633227e+00,8.528716e-01,7.025322e+01,6.744774e+01,1.960699e+02,2.983405e+00,1.738365e+04,1.325691e+03,2.960985e-04,1.594697e-02,1.123080e-07
8.9000,3.203681e+01,4.289609e-02,1.051417e+01,4.649535e+00,8.536846e-01,7.094891e+01,6.777094e+01,1.966263e+02,2.976730e+00,1.750326e+04,1.328057e+03,2.955352e-04,1.598108e-02,1.116490e-07
8.9333,3.218421e+01,4.312090e-02,1.047964e+01,4.665816e+00,8.545646e-01,7.165223e+01,6.809811e+01,1.971948e+02,2.970303e+00,1.762430e+04,1.330507e+03,2.950019e-04,1.601621e-02,1.109928e-07
8.9667,3.233157e+01,4.334620e-02,1.044452e+01,4.682069e+00,8.554949e-01,7.236313e+01,6.842915e+01,1.977721e+02,2.964072e+00,1.774677e+04,1.333040e+03,2.944772e-04,1.605163e-02,1.103363e-07
9.0000,3.247894e+01,4.357207e-02,1.040883e+01,4.698293e+00,8.564644e-01,7.308175e+01,6.876399e+01,1.983556e+02,2.957990e+00,1.787066e+04,1.335650e+03,2.938368e-04,1.608741e-02,1.096795e-07
9.0333,3.262636e+01,4.379854e-02,1.037259e+01,4.714488e+00,8.574706e-01,7.380822e+01,6.910265e+01,1.989455e+02,2.952053e+00,1.799598e+04,1.338337e+03,2.933956e-04,1.612346e-02,1.090228e-07
9.0667,3.277382e+01,4.402563e-02,1.033587e+01,4.730652e+00,8.585150e-01,7.454259e+01,6.944515e+01,1.995417e+02,2.946260e+00,1.812272e+04,1.341099e+03,2.929727e-04,1.615987e-02,1.083666e-07
9.1000,3.292145e+01,4.425331e-02,1.029904e+01,4.746787e+00,8.596061e-01,7.528502e+01,6.979136e+01,2.001465e+02,2.940636e+00,1.825092e+04,1.343934e+03,2.925272e-04,1.619729e-02,1.077133e-07
9.1333,3.306933e+01,4.448149e-02,1.026225e+01,4.762893e+00,8.607568e-01,7.603542e+01,7.014104e+01,2.007624e+02,2.935206e+00,1.838058e+04,1.346839e+03,2.916756e-04,1.623595e-02,1.070639e-07
9.1667,3.321727e+01,4.471014e-02,1.022525e+01,4.778969e+00,8.619716e-01,7.679351e+01,7.049415e+01,2.013888e+02,2.929975e+00,1.851174e+04,1.349820e+03,2.900303e-04,1.627541e-02,1.064169e-07
9.2000,3.336519e+01,4.493929e-02,1.018786e+01,4.795015e+00,8.632412e-01,7.755921e+01,7.085071e+01,2.020244e+02,2.924924e+00,1.864438e+04,1.352879e+03,2.896377e-04,1.631547e-02,1.057707e-07
9.2333,3.351312e+01,4.516897e-02,1.015007e+01,4.811030e+00,8.645605e-01,7.833266e+01,7.121076e+01,2.026679e+02,2.920033e+00,1.877851e+04,1.356013e+03,2.892690e-04,1.635607e-02,1.051254e-07
9.2667,3.366092e+01,4.539921e-02,1.011169e+01,4.827015e+00,8.659244e-01,7.911389e+01,7.157451e+01,2.033183e+02,2.915292e+00,1.891410e+04,1.359225e+03,2.889281e-04,1.639679e-02,1.044796e-07
9.3000,3.380869e+01,4.563007e-02,1.007293e+01,4.842968e+00,8.673295e-01,7.990317e+01,7.194198e+01,2.039754e+02,2.910692e+00,1.905115e+04,1.362510e+03,2.885989e-04,1.643812e-02,1.038348e-07
9.3333,3.395658e+01,4.586151e-02,1.003389e+01,4.858890e+00,8.687783e-01,8.070064e+01,7.231304e+01,2.046405e+02,2.906239e+00,1.918969e+04,1.365864e+03,2.882827e-04,1.648004e-02,1.031917e-07
9.3667,3.410453e+01,4.609355e-02,9.994431e+00,4.874779e+00,8.702730e-01,8.150624e+01,7.268762e+01,2.053125e+02,2.901917e+00,1.932972e+04,1.369289e+03,2.879824e-04,1.652216e-02,1.025492e-07
9.4000,3.425250e+01,4.632619e-02,9.954696e+00,4.890636e+00,8.718155e-01,8.231988e+01,7.306572e+01,2.059919e+02,2.897737e+00,1.947125e+04,1.372786e+03,2.877142e-04,1.656438e-02,1.019084e-07
9.4333,3.440044e+01,4.655941e-02,9.914657e+00,4.906461e+00,8.734090e-01,8.314158e+01,7.344735e+01,2.066797e+02,2.893715e+00,1.961428e+04,1.376354e+03,2.874075e-04,1.660775e-02,1.012690e-07
9.4667,3.454856e+01,4.679323e-02,9.874196e+00,4.922252e+00,8.750430e-01,8.397152e+01,7.383230e+01,2.073742e+02,2.889809e+00,1.975883e+04,1.379989e+03,2.871625e-04,1.665185e-02,1.006303e-07
9.5000,3.469678e+01,4.702765e-02,9.833501e+00,4.938009e+00,8.767257e-01,8.480960e+01,7.422057e+01,2.080758e+02,2.886030e+00,1.990491e+04,1.383693e+03,2.868933e-04,1.669659e-02,9.999346e-08
9.5333,3.484498e+01,4.726265e-02,9.792459e+00,4.953733e+00,8.784604e-01,8.565579e+01,7.461227e+01,2.087854e+02,2.882396e+00,2.005253e+04,1.387467e+03,2.866270e-04,1.674142e-02,9.935772e-08
9.5667,3.499328e+01,4.749825e-02,9.751092e+00,4.969423e+00,8.802414e-01,8.651023e+01,7.500731e+01,2.095021e+02,2.878886e+00,2.020170e+04,1.391310e+03,2.863897e-04,1.678730e-02,9.872322e-08
9.6000,3.514165e+01,4.773444e-02,9.709481e+00,4.985078e+00,8.820717e-01,8.737294e+01,7.540568e+01,2.102265e+02,2.875508e+00,2.035242e+04,1.395222e+03,2.861676e-04,1.683385e-02,9.809047e-08
9.6333,3.529011e+01,4.797120e-02,9.667656e+00,5.000699e+00,8.839571e-01,8.824395e+01,7.580736e+01,2.109592e+02,2.872268e+00,2.050472e+04,1.399201e+03,2.856125e-04,1.688118e-02,9.745964e-08
9.6667,3.543863e+01,4.820853e-02,9.625631e+00,5.016286e+00,8.858976e-01,8.912326e+01,7.621232e+01,2.117005e+02,2.869168e+00,2.065860e+04,1.403250e+03,2.849826e-04,1.692929e-02,9.683078e-08
9.7000,3.558722e+01,4.844640e-02,9.583421e+00,5.031838e+00,8.878955e-01,9.001085e+01,7.662053e+01,2.124505e+02,2.866211e+00,2.081408e+04,1.407367e+03,2.848292e-04,1.697824e-02,9.620397e-08
9.7333,3.573585e+01,4.868480e-02,9.541040e+00,5.047355e+00,8.899530e-01,9.090676e+01,7.703200e+01,2.132096e+02,2.863398e+00,2.097117e+04,1.411554e+03,2.847222e-04,1.702803e-02,9.557926e-08
9.7667,3.588450e+01,4.892373e-02,9.498497e+00,5.062838e+00,8.920712e-01,9.181100e+01,7.744673e+01,2.139780e+02,2.860734e+00,2.112987e+04,1.415811e+03,2.846794e-04,1.707864e-02,9.495666e-08
9.8000,3.603317e+01,4.916318e-02,9.455809e+00,5.078287e+00,8.942521e-01,9.272360e+01,7.786473e+01,2.147558e+02,2.858219e+00,2.129021e+04,1.420137e+03,2.847193e-04,1.713008e-02,9.433626e-08
9.8333,3.618183e+01,4.940314e-02,9.412986e+00,5.093701e+00,8.964972e-01,9.364457e+01,7.828602e+01,2.155434e+02,2.855856e+00,2.145218e+04,1.424535e+03,2.848601e-04,1.718236e-02,9.371806e-08
9.8667,3.633046e+01,4.964359e-02,9.370037e+00,5.109080e+00,8.988075e-01,9.457396e+01,7.871062e+01,2.163410e+02,2.853649e+00,2.161581e+04,1.429003e+03,2.848782e-04,1.723590e-02,9.310208e-08
9.9000,3.647902e+01,4.988455e-02,9.326980e+00,5.124426e+00,9.011846e-01,9.551175e+01,7.913853e+01,2.171485e+02,2.851596e+00,2.178109e+04,1.433543e+03,2.848703e-04,1.729057e-02,9.248842e-08
9.9333,3.662750e+01,5.012599e-02,9.283822e+00,5.139738e+00,9.036303e-01,9.645796e+01,7.956978e+01,2.179663e+02,2.849702e+00,2.194802e+04,1.438154e+03,2.848921e-04,1.734629e-02,9.187708e-08
9.9667,3.677585e+01,5.036790e-02,9.240579e+00,5.155016e+00,9.061477e-01,9.741261e+01,8.000441e+01,2.187947e+02,2.847971e+00,2.211663e+04,1.442838e+03,2.849454e-04,1.740315e-02,9.126811e-08
10.0000,3.692405e+01,5.061029e-02,9.197249e+00,5.170260e+00,9.087356e-01,9.837569e+01,8.044243e+01,2.196340e+02,2.846407e+00,2.228690e+04,1.447595e+03,2.850290e-04,1.746108e-02,9.066146e-08
