time,pH,H+,NO2-,NO3-,H2O2,HONO_total,HONO2_total,H2O2_total,ONOOH_total,O3,NO,NO2_aq,N2O4,N2O5
278.0,4.398309275495345,3.996600372371852e-05,2.612389072480966e-06,4.6692516573973816e-05,8.50019450952865e-06,2.8746469746770427e-06,4.66926018718084e-05,8.500194985672456e-06,3.0716122390400116e-14,3.2838051908801205e-09,1e-30,1.6358094387459031e-09,1.524428759120698e-13,1e-30
279.0,4.3964345635767765,4.013889721603067e-05,2.618681474923986e-06,4.6892103862515144e-05,8.530657996659973e-06,2.882708335875421e-06,4.6892189895532476e-05,8.530658472451928e-06,3.1583988406337107e-14,3.270509313487303e-09,1e-30,1.631638874236764e-09,1.5166649537877037e-13,1e-30
280.0,4.394554848947934,4.0313003017517414e-05,2.624933802420632e-06,4.709293396929512e-05,8.561121229446666e-06,2.890739023036588e-06,4.709302074554937e-05,8.561121704875476e-06,3.2319958081515777e-14,3.2575987251194176e-09,1e-30,1.6306551945824508e-09,1.514836634583337e-13,1e-30
281.0,4.392682917144914,4.048713845631036e-05,2.631190361636021e-06,4.7293783648512234e-05,8.591584653459365e-06,2.8987800368693426e-06,4.7293871171300174e-05,8.591585128527815e-06,3.094256093398301e-14,3.245975397103093e-09,1e-30,1.6338161182042795e-09,1.520715563904721e-13,1e-30
282.0,4.3908176139636454,4.066140546954355e-05,2.6374421857515892e-06,4.749476323767804e-05,8.622047942297054e-06,2.9068221769942073e-06,4.749485151072408e-05,8.62204841700669e-06,3.194181209349326e-14,3.236129565198805e-09,1e-30,1.637568259921958e-09,1.527708839153859e-13,1e-30
283.0,4.3889621138229264,4.083550080962513e-05,2.6436310385864366e-06,4.7695636057935424e-05,8.6525102627533e-06,2.91479921992428e-06,4.769572508386784e-05,8.652510737109122e-06,3.382440099539297e-14,3.222533882156073e-09,1e-30,1.6611805911834469e-09,1.5720853395736742e-13,1e-30
284.0,4.387110465162591,4.100997786111633e-05,2.6498756600558064e-06,4.7896821095139346e-05,8.682973448170924e-06,2.9228457299053685e-06,4.789691087857604e-05,8.682973922171576e-06,3.359842078678447e-14,3.2104695493057256e-09,1e-30,1.6486449453914709e-09,1.548447229507509e-13,1e-30
285.0,4.385246721823679,4.1186347381030315e-05,2.6560374933168865e-06,4.809997177378775e-05,8.713435660213537e-06,2.930818986714002e-06,4.8100062325798755e-05,8.713436133840208e-06,3.505868846542171e-14,3.197479252941011e-09,1e-30,1.6697939093642024e-09,1.5884319520032838e-13,1e-30
286.0,4.383405127070675,4.136136596209532e-05,2.662235574001709e-06,4.8301734847509256e-05,8.743898342392371e-06,2.9388286825872693e-06,4.830182616576394e-05,8.743898815663735e-06,3.5034068039715956e-14,3.187599450420481e-09,1e-30,1.6611104512018103e-09,1.5719531092295643e-13,1e-30
287.0,4.381573347504954,4.153618953159801e-05,2.6684163603192694e-06,4.850331750991557e-05,8.774360847972953e-06,2.9468234222602546e-06,4.8503409596867226e-05,8.774361320894214e-06,3.660800156685746e-14,3.1748829668892697e-09,1e-30,1.6558464974661333e-09,1.562005516201762e-13,1e-30
288.0,4.379732379163779,4.171263457812839e-05,2.6745168033485236e-06,4.870659433998193e-05,8.80482248924505e-06,2.954745722450973e-06,4.8706687205692204e-05,8.804822961800725e-06,3.725762976291135e-14,3.164695809170689e-09,1e-30,1.6799947686263752e-09,1.6079001676017253e-13,5.080612958411044e-21
289.0,4.377910363735347,4.1888001098958275e-05,2.6806814269807813e-06,4.890872373276678e-05,8.835285102429164e-06,2.9627371015952603e-06,4.890881737590647e-05,8.835285574634545e-06,3.495237254459644e-14,3.1528099887016066e-09,1e-30,1.6657667841875084e-09,1.5807788609367672e-13,1e-30
290.0,4.376095430780144,4.206341891269583e-05,2.6867954061251156e-06,4.9110954042457234e-05,8.865746986969905e-06,2.9706782624510115e-06,4.911104846657595e-05,8.865747458827298e-06,3.683190214904354e-14,3.1405363968406114e-09,1e-30,1.672134358330552e-09,1.5928881238466323e-13,1e-30
291.0,4.374281253910676,4.22394978009912e-05,2.6929275171403875e-06,4.931381547137149e-05,8.896209243691214e-06,2.9786493386798835e-06,4.931391068242087e-05,8.89620971519615e-06,3.6348696068343797e-14,3.1303782490030244e-09,1e-30,1.6702269431120687e-09,1.589255953463706e-13,1e-30
292.0,4.372475424636261,4.24154984832788e-05,2.6990483045957697e-06,4.951660620267896e-05,8.92667161580044e-06,2.986612779032922e-06,4.951670220361034e-05,8.92667208695672e-06,3.772253808328895e-14,3.1240476042243827e-09,1e-30,1.6670996249225298e-09,1.5833097165425728e-13,1e-30
293.0,4.3706749847540936,4.259170396681582e-05,2.7051619549876614e-06,4.971960284473324e-05,8.957134161170918e-06,2.994575122323828e-06,4.9719699639675726e-05,8.957134631979167e-06,3.66883916941114e-14,3.1137281672446995e-09,1e-30,1.662858001524367e-09,1.5752625487638695e-13,1e-30
294.0,4.3688932967413905,4.276679484080205e-05,2.7113013776723066e-06,4.992145831013029e-05,8.98759709472526e-06,3.0025638274525566e-06,4.9921555897579594e-05,8.987597565200629e-06,3.6426226665218287e-14,3.1030055471518648e-09,1e-30,1.6519661288422064e-09,1.5546925670961353e-13,1e-30
295.0,4.367118765829507,4.294189781732152e-05,2.7173654400222173e-06,5.0123403777429265e-05,9.018058845166982e-06,3.0104745264411326e-06,5.012350216082075e-05,9.018059315311991e-06,3.619531255439495e-14,3.0930987194026826e-09,1e-30,1.6839843802126085e-09,1.6155464937735212e-13,1e-30
296.0,4.36534907532833,4.311723716576978e-05,2.7234111682900477e-06,5.0325598752477005e-05,9.048520334282496e-06,3.018371857091026e-06,5.032569793607878e-05,9.04852080409724e-06,3.768661529095286e-14,3.0831949730535757e-09,1e-30,1.6927153514729395e-09,1.6323420139629491e-13,1e-30
297.0,4.363572957505092,4.329393317764351e-05,2.7294604285591903e-06,5.052913181379842e-05,9.078982108853471e-06,3.0262877307169756e-06,5.052923180663276e-05,9.078982578325927e-06,3.871461117974766e-14,3.0711742760602648e-09,1e-30,1.685761532439734e-09,1.6189583605228034e-13,1e-30
298.0,4.361814726907838,4.346956288455686e-05,2.7354863214781697e-06,5.0731626499664334e-05,9.109443537554124e-06,3.0341757284185585e-06,5.073172730048305e-05,9.109444006698565e-06,3.986387448889718e-14,3.059981290437297e-09,1e-30,1.6954577313153264e-09,1.637637150688595e-13,1e-30
299.0,4.36005570371226,4.364598472023431e-05,2.7415200408586066e-06,5.093489349807278e-05,9.1399052079151e-06,3.042083182304087e-06,5.093499511351201e-05,9.139905676725671e-06,3.982604496710773e-14,3.0497441272101992e-09,1e-30,1.6892905467975112e-09,1.6257442378978724e-13,1e-30
300.0,4.358303882156392,4.3822395880419586e-05,2.747564516302162e-06,5.1138132835499725e-05,9.170367505706533e-06,3.050007850274231e-06,5.113823526875741e-05,9.170367974186066e-06,3.816242101087069e-14,3.0378529794995444e-09,1e-30,1.6705619310786402e-09,1.5898934669332262e-13,1e-30
301.0,4.356563054445877,4.399840626923865e-05,2.7535829260077477e-06,5.134099724198629e-05,9.200829105460782e-06,3.0579061566244825e-06,5.1341100494645546e-05,9.200829573616161e-06,3.047635119647452e-14,3.0290574182112153e-09,1e-30,1.6882099114615304e-09,1.6236598766009984e-13,1e-30
302.0,4.354816972298247,4.4175658063403895e-05,2.7595768657412437e-06,5.1545116252494476e-05,9.231290640011143e-06,3.065791204586676e-06,5.154522033327757e-05,9.231291107831802e-06,3.7608774052168624e-14,3.0186825792523694e-09,1e-30,1.6898549499583957e-09,1.6268308091913576e-13,1e-30
303.0,4.353087262708689,4.4351951868417606e-05,2.7655072865921984e-06,5.174834928658343e-05,9.26175116947563e-06,3.0736043396951716e-06,5.174845419473574e-05,9.261751636974291e-06,4.094769967568841e-14,3.007348113570331e-09,1e-30,1.7124720455883631e-09,1.6706723732212003e-13,1e-30
304.0,4.3513554541281945,4.452916443074382e-05,2.7714708915404786e-06,5.195245193808201e-05,9.29221221984185e-06,3.081466018914961e-06,5.195255768083065e-05,9.29221268701145e-06,3.0770429766924453e-14,2.9964421482559988e-09,1e-30,1.6980244332821823e-09,1.6425929986716453e-13,1e-30
305.0,4.349633828504181,4.470603682292942e-05,2.7774826894222085e-06,5.215615829075628e-05,9.322674441543004e-06,3.089384238986668e-06,5.2156264869787e-05,9.322674908389761e-06,3.63902019547516e-14,2.9862720752649874e-09,1e-30,1.6756321457962578e-09,1.5995594819484693e-13,1e-30
306.0,4.3479147545550285,4.488334805181511e-05,2.783410691040229e-06,5.2360387737489014e-05,9.353135417388669e-06,3.097217625598605e-06,5.2360495158219006e-05,9.353135883910506e-06,4.0840519151817456e-14,2.9764269069919204e-09,1e-30,1.6911220903334194e-09,1.629271615069794e-13,1e-30
307.0,4.346242762984923,4.505647763426524e-05,2.7893932891543523e-06,5.256039842351146e-05,9.38359724839762e-06,3.105087769540668e-06,5.2560506670515614e-05,9.383597714640403e-06,4.1849544777715045e-14,2.97567158511466e-09,1e-30,1.6749497405702934e-09,1.598255154913173e-13,1e-30
308.0,4.344580335395251,4.522927898881446e-05,2.7953630831410615e-06,5.276009206915889e-05,9.414058881029018e-06,3.1129465534077185e-06,5.2760201144155805e-05,9.414059346998254e-06,4.6859620848796746e-14,2.9691589334770852e-09,1e-30,1.6764545271237165e-09,1.6011300011044575e-13,1e-30
309.0,4.342906024281594,4.540398543831963e-05,2.8013188378402726e-06,5.296168839362195e-05,9.444520962284526e-06,3.120808284726028e-06,5.296179830832666e-05,9.444521427962782e-06,4.2193068804810484e-14,2.9594595111995406e-09,1e-30,1.6765518505068042e-09,1.6013159815994906e-13,1.1626182021873911e-21
310.0,4.3412500658411926,4.557744064461723e-05,2.8072238857029824e-06,5.3162093406313985e-05,9.474982282266612e-06,3.1286099080870885e-06,5.3162204158423826e-05,9.474982747668855e-06,4.0122995900119545e-14,2.949790528160265e-09,1e-30,1.6888183066723714e-09,1.6248345918607537e-13,1e-30
311.0,4.339602336940366,4.5750691547665975e-05,2.813150065705262e-06,5.336226631296575e-05,9.505443843249442e-06,3.13643879410078e-06,5.3362377904674806e-05,9.505444308379855e-06,4.1656248780365255e-14,2.938420173325418e-09,1e-30,1.6830973888044007e-09,1.6138443363980413e-13,1e-30
312.0,4.3379400833699675,4.592613696065529e-05,2.8190543272700335e-06,5.3564637752530125e-05,9.535905393956066e-06,3.1442639308894027e-06,5.356475019699677e-05,9.535905858794486e-06,4.182337754791922e-14,2.927149488279178e-09,1e-30,1.6868349457245056e-09,1.6210208054196354e-13,1e-30
313.0,4.336293668768031,4.610057382926199e-05,2.8249967828333293e-06,5.3765959553486755e-05,9.566367622626654e-06,3.152129731916784e-06,5.376607284926637e-05,9.5663680871855e-06,4.120351331684695e-14,2.916948801262128e-09,1e-30,1.6653291611919845e-09,1.5799481644918071e-13,1e-30
314.0,4.334655327816763,4.627481297564409e-05,2.8308992151824438e-06,5.3967124284877596e-05,9.596829223344526e-06,3.159954659105581e-06,5.39672384343606e-05,9.59682968762786e-06,4.2253808891752953e-14,2.9070432043119388e-09,1e-30,1.6776031984132941e-09,1.6033250577195278e-13,1e-30
315.0,4.333015928245453,4.6449823890764926e-05,2.8368019431067825e-06,5.4169049644102654e-05,9.627291045594412e-06,3.167790582389739e-06,5.416916465401913e-05,9.6272915095966e-06,3.993858526134462e-14,2.8967655486030184e-09,1e-30,1.6723005968145077e-09,1.593203228114959e-13,1e-30
316.0,4.331377431537615,4.662539976497409e-05,2.84263715415503e-06,5.4371605938841554e-05,9.657751793412613e-06,3.175560305262744e-06,5.437172181517081e-05,9.657752257130097e-06,4.3644413805401777e-14,2.8885784942271403e-09,1e-30,1.6961988776596579e-09,1.6390691260545757e-13,1e-30
317.0,4.329743172114647,4.680118267138245e-05,2.848484530082586e-06,5.4574348933209356e-05,9.68821250917325e-06,3.1833502513999257e-06,5.457446568011842e-05,9.688212972606115e-06,4.498783535322333e-14,2.8777367063627537e-09,1e-30,1.7084275662317055e-09,1.6627895696753985e-13,1e-30
318.0,4.3281147110278395,4.697700109700331e-05,2.8543271472696494e-06,5.477712717435179e-05,9.718673292378562e-06,3.1911402957041965e-06,5.4777244795263285e-05,9.718673755528588e-06,4.48675573010309e-14,2.8689570441067094e-09,1e-30,1.7063193559304252e-09,1.6586880450778544e-13,1e-30
319.0,4.3264933493396205,4.7152709211098816e-05,2.8601863285217982e-06,5.4979772224931403e-05,9.74913448981282e-06,3.198953234053397e-06,5.497989072254028e-05,9.749134952683222e-06,4.482792350254336e-14,2.8595321390995506e-09,1e-30,1.7006060945952414e-09,1.647598302006016e-13,1e-30
320.0,4.32487616612347,4.7328619161949005e-05,2.866029724948568e-06,5.518263029563366e-05,9.779595671039166e-06,3.2067551360742342e-06,5.518274967416489e-05,9.779596133630045e-06,4.4443546363255184e-14,2.8478835365507565e-09,1e-30,1.6986373682840183e-09,1.6437855290786855e-13,1e-30
321.0,4.3232674260862645,4.7504261824238286e-05,2.8718348547786158e-06,5.5385260480057444e-05,9.810056269938054e-06,3.2145174411477657e-06,5.5385380741601766e-05,9.810056732254054e-06,4.5187360739932284e-14,2.8385525066512806e-09,1e-30,1.7088997131725078e-09,1.6637087892509257e-13,1e-30
322.0,4.321659233467107,4.768049621910564e-05,2.877608212216231e-06,5.558850801748864e-05,9.840516099667953e-06,3.22225356811847e-06,5.558862916814863e-05,9.84051656170533e-06,4.788432027791435e-14,2.8306800679082014e-09,1e-30,1.7287870588502985e-09,1.7026596842900976e-13,6.1738669927573304e-21
323.0,4.320052390321886,4.785723571377965e-05,2.8833804159406635e-06,5.579225340942373e-05,9.870975968272272e-06,3.229997172494726e-06,5.579237545485104e-05,9.870976430028206e-06,4.806947317377499e-14,2.8204780336923025e-09,1e-30,1.7371431062792924e-09,1.719160114929728e-13,1e-30
324.0,4.318455276832782,4.803355421177511e-05,2.889137350805082e-06,5.599559249339092e-05,9.901435797264983e-06,3.2377257356166834e-06,5.5995715434907865e-05,9.901436258745587e-06,4.881242442022551e-14,2.8118030942277074e-09,1e-30,1.7279176768208897e-09,1.7009474887506494e-13,6.176685624591466e-21
325.0,4.316853571580297,4.821103204193056e-05,2.8948876716895482e-06,5.620008492559961e-05,9.931895798518116e-06,3.245460413455474e-06,5.620020877200341e-05,9.931896259714321e-06,4.845370125108803e-14,2.8027150973405623e-09,1e-30,1.7296237198036223e-09,1.7043082110785502e-13,1e-30
326.0,4.315256792835662,4.838861672069918e-05,2.9006199114718974e-06,5.6404698083178724e-05,9.962355444571988e-06,3.2531807180343635e-06,5.6404822838329697e-05,9.962355905484848e-06,4.9739499322464e-14,2.793436019804211e-09,1e-30,1.73303408926379e-09,1.7110361795969071e-13,1e-30
327.0,4.313661219097245,4.856672077537316e-05,2.906376719295017e-06,5.6609794005776505e-05,9.992815748421805e-06,3.2609374934649414e-06,5.660991967541201e-05,9.992816209048496e-06,4.901283312547167e-14,2.7836921103493192e-09,1e-30,1.7171551590615157e-09,1.6798229291840194e-13,1e-30
328.0,4.312072276389605,4.874473611260991e-05,2.9120823767383413e-06,5.6814853981552156e-05,1.0023275439007759e-05,3.268641357564881e-06,5.681498056870106e-05,1.002327589935118e-05,4.9992275385013306e-14,2.774593947285474e-09,1e-30,1.722955943306072e-09,1.691192200345471e-13,1e-30
329.0,4.3104939519544265,4.892220780619229e-05,2.9177774924589177e-06,5.7019380766412294e-05,1.0053734714530324e-05,3.2763345026726385e-06,5.701950827180247e-05,1.0053735174597632e-05,5.1640499832395046e-14,2.7642451964821166e-09,1e-30,1.7326883483349088e-09,1.7103534607154111e-13,1e-30
330.0,4.308919154642739,4.9099926878710406e-05,2.9235263211097417e-06,5.722408778227803e-05,1.0084195119005565e-05,3.284094879558211e-06,5.722421621027929e-05,1.008419557879649e-05,4.997421222149685e-14,2.75616076564091e-09,1e-30,1.716275871852202e-09,1.678102885673778e-13,1e-30
331.0,4.30734163679109,4.927860024273291e-05,2.9292556755104033e-06,5.74297586190933e-05,1.0114655398988397e-05,3.2918455259809216e-06,5.7429887977707425e-05,1.0114655858496027e-05,5.0087852128796247e-14,2.747398094645507e-09,1e-30,1.717439665371742e-09,1.6803796342721499e-13,5.621721792313083e-21
332.0,4.3057777932871115,4.945636656956747e-05,2.9349594450523695e-06,5.763455102310873e-05,1.014511388541875e-05,3.2995658649254796e-06,5.7634681311319804e-05,1.0145114344653475e-05,7.058225047744998e-14,2.7371611824429327e-09,1e-30,1.7217250476498003e-09,1.6887767041529797e-13,1e-30
333.0,4.304205484486284,4.963574165971499e-05,2.9406966881347184e-06,5.784089936575693e-05,1.0175574767574306e-05,3.3073408279749977e-06,5.784103059467634e-05,1.0175575226523313e-05,5.5010263714001704e-14,2.730073987874119e-09,1e-30,1.7088235235990989e-09,1.6635603311582726e-13,4.7760468581175715e-21
334.0,4.30263937713101,4.9815055999882774e-05,2.9463041593828077e-06,5.804732805137132e-05,1.0206033286920236e-05,3.314974501311801e-06,5.804746022440452e-05,1.0206033745586034e-05,5.40911284952446e-14,2.7227247395244616e-09,1e-30,1.7544094894858795e-09,1.753507580864374e-13,1e-30
335.0,4.30108389389567,4.999379512179576e-05,2.9519732939313787e-06,5.8253110873870014e-05,1.0236492827116647e-05,3.3226783677853198e-06,5.825324399139335e-05,1.023649328550659e-05,5.3049888645063395e-14,2.712992165686337e-09,1e-30,1.7351660936384855e-09,1.7152488375879798e-13,1e-30
336.0,4.299540809920787,5.017174312797967e-05,2.957604576058037e-06,5.845814566974088e-05,1.0266951536131631e-05,3.3303388246218437e-06,5.845827973128744e-05,1.0266951994254869e-05,5.543444288045116e-14,2.70348119273402e-09,1e-30,1.7466756605967692e-09,1.7380808339845222e-13,1e-30
337.0,4.297988190051615,5.03514300873116e-05,2.9632677717329018e-06,5.8664865506015123e-05,1.029741115397099e-05,3.338053209108848e-06,5.866500052346135e-05,1.0297411611813637e-05,5.3833649611905674e-14,2.694484643987417e-09,1e-30,1.734467855428383e-09,1.713868584183244e-13,1e-30
338.0,4.296442942177378,5.053090283279771e-05,2.968921232638904e-06,5.887137840301802e-05,1.0327870586198138e-05,3.345760137891796e-06,5.8871514378705184e-05,1.032787104376412e-05,5.390828312748234e-14,2.686631326955632e-09,1e-30,1.7395283764109557e-09,1.7238846863466072e-13,1e-30
339.0,4.294902791808579,5.0710420077315185e-05,2.974561041854015e-06,5.90779460797269e-05,1.0358330105151554e-05,3.3534571058669178e-06,5.90780830172904e-05,1.0358330562442433e-05,5.31562596158304e-14,2.6770859299191586e-09,1e-30,1.740934898859222e-09,1.7266737347936795e-13,1e-30
340.0,4.293365223512113,5.089027251288787e-05,2.980218864952102e-06,5.9284820529636576e-05,1.038879004369572e-05,3.3611819859493946e-06,5.9284958434088296e-05,1.0388790500710444e-05,5.308426527159948e-14,2.6698265943526756e-09,1e-30,1.728662007279071e-09,1.7024131823743708e-13,1e-30
341.0,4.291834198551213,5.1069993366959865e-05,2.985829079518315e-06,5.949161272138068e-05,1.0419249188620232e-05,3.368857275352796e-06,5.949175159557218e-05,1.0419249645361888e-05,5.468344784212548e-14,2.661392622130116e-09,1e-30,1.7395562179717259e-09,1.723939847646204e-13,1e-30
342.0,4.290302207426891,5.125046292720459e-05,2.9914292768646578e-06,5.969915408200861e-05,1.0449708217127392e-05,3.3765319491931997e-06,5.9699293933135426e-05,1.0449708673591223e-05,5.555052945439561e-14,2.6532194502313338e-09,1e-30,1.7466133240315147e-09,1.7379567150729792e-13,1e-30
343.0,4.28879008952962,5.1429216780856956e-05,2.997050951952835e-06,5.9904963188543505e-05,1.048016757561072e-05,3.384223036537389e-06,5.990510401125949e-05,1.048016803181391e-05,5.439454787545275e-14,2.6444969662300678e-09,1e-30,1.737927526250696e-09,1.720712984426475e-13,1e-30
344.0,4.287272545383812,5.1609238923275905e-05,3.002600227754203e-06,6.011210745697612e-05,1.0510625690149319e-05,3.391846953277389e-06,6.0112249261278837e-05,1.051062614608241e-05,5.820083701096741e-14,2.6339086303745105e-09,1e-30,1.754924326030085e-09,1.7545368321219465e-13,1e-30
345.0,4.285759573885425,5.178934592457201e-05,3.0081569340092315e-06,6.0319322466553964e-05,1.0541083853768836e-05,3.3994849270072102e-06,6.0319465256253855e-05,1.0541084309432966e-05,5.880059394065082e-14,2.627583859123987e-09,1e-30,1.7647437334607919e-09,1.7742276207666603e-13,7.92968241552619e-21
346.0,4.2842495837306425,5.196972470419535e-05,3.0137042187191097e-06,6.0526813185148934e-05,1.0571542041986944e-05,3.4071193344753773e-06,6.052695696506463e-05,1.0571542497381594e-05,5.843552765924854e-14,2.618188324524856e-09,1e-30,1.7718731598428769e-09,1.7885930293834196e-13,1e-30
347.0,4.282744825732,5.215010344951558e-05,3.0192406370662513e-06,6.073431060239371e-05,1.0601999991224931e-05,3.4147464787296278e-06,6.073445537596256e-05,1.0602000446351958e-05,5.933724970016448e-14,2.6091966862721406e-09,1e-30,1.7707866618088828e-09,1.7864000335723536e-13,1e-30
348.0,4.281238395155846,5.233130980178288e-05,3.0247984720813243e-06,6.094259995211858e-05,1.0632458585585442e-05,3.4224091599530623e-06,6.094274572696184e-05,1.0632459040439523e-05,5.88738921850345e-14,2.602406380846896e-09,1e-30,1.7598774315605367e-09,1.7644554736756798e-13,1e-30
349.0,4.279740430729998,5.25121221101702e-05,3.0303848733357926e-06,6.115046096177012e-05,1.0662918039222223e-05,3.430106235521199e-06,6.115060773920867e-05,1.066291849380869e-05,5.719816661015297e-14,2.5930235812039196e-09,1e-30,1.7426396028477415e-09,1.7300570133594776e-13,1e-30
350.0,4.278240826900026,5.2693758063035174e-05,3.035853301704838e-06,6.135926725620062e-05,1.0693375245450988e-05,3.4376810788144305e-06,6.135941504425707e-05,1.069337569976448e-05,6.05906644587665e-14,2.585278116415643e-09,1e-30,1.775140986073743e-09,1.7951968635339322e-13,1e-30
351.0,4.276784456379964,5.2870758822531056e-05,3.0414122703309117e-06,6.156336664982519e-05,1.0723834413658105e-05,3.4453280661729864e-06,6.156351542754734e-05,1.0723834867740386e-05,5.803440085997163e-14,2.5864007415891873e-09,1e-30,1.7489039619807016e-09,1.7425184836462142e-13,1e-30
352.0,4.275317979874705,5.304958857950161e-05,3.046881558977456e-06,6.176937707877911e-05,1.0754292024034361e-05,3.4528923648855702e-06,6.176952685926731e-05,1.0754292477871262e-05,5.976993067823904e-14,2.5802933138948006e-09,1e-30,1.7730437554437398e-09,1.790957096267884e-13,1e-30
353.0,4.273866454077278,5.3227190816908285e-05,3.0523902292335183e-06,6.197412007155503e-05,1.0784750468997934e-05,3.460496812576875e-06,6.19742708516162e-05,1.0784750922601598e-05,5.994216221816529e-14,2.572919905692695e-09,1e-30,1.7622030196866088e-09,1.7691221130340122e-13,6.634919870742772e-21
354.0,4.272424104193101,5.3404259286285746e-05,3.057874496834697e-06,6.217835612099181e-05,1.0815208944887079e-05,3.4680743992047955e-06,6.217850790119566e-05,1.0815209398263591e-05,5.971498001235217e-14,2.5707713142470208e-09,1e-30,1.7615811357986342e-09,1.767873581284838e-13,1e-30
355.0,4.270976025678201,5.358262358676112e-05,3.0633434504324944e-06,6.23838899325252e-05,1.0845666920383128e-05,3.4756494603777158e-06,6.238404272305116e-05,1.0845667373523012e-05,6.162409154455984e-14,2.557972847702094e-09,1e-30,1.764367742639825e-09,1.773471514986914e-13,7.499400607548933e-21
356.0,4.26954177669902,5.375987166465229e-05,3.0688161386033594e-06,6.258830724482705e-05,1.0876125156860257e-05,3.483225056544617e-06,6.258846104308955e-05,1.0876125609774495e-05,6.126082493798155e-14,2.5548108884959183e-09,1e-30,1.7699097370179285e-09,1.7846309980910483e-13,1e-30
357.0,4.268105289839446,5.393798400532716e-05,3.074280125748793e-06,6.27935869411942e-05,1.0906583198261743e-05,3.4908023200614184e-06,6.279374175511227e-05,1.0906583650944556e-05,5.6838358232908714e-14,2.5417135935614716e-09,1e-30,1.7688328179802972e-09,1.7824560352559027e-13,1e-30
358.0,4.266686802712095,5.411444358257453e-05,3.0797366207335002e-06,6.299722986014296e-05,1.0937041285603368e-05,3.4983631764425147e-06,6.29973856842512e-05,1.0937041738070101e-05,6.097374476503816e-14,2.53724041399329e-09,1e-30,1.7620219451214433e-09,1.76875845183107e-13,1e-30
359.0,4.265257764826208,5.429279942641049e-05,3.0851374964407193e-06,6.320281244753145e-05,1.0967498535462853e-05,3.5058803608917013e-06,6.320296929540655e-05,1.096749898769908e-05,6.362699881452554e-14,2.5308869601431927e-09,1e-30,1.7755003298667916e-09,1.795923749948677e-13,1e-30
360.0,4.263833212938283,5.4471180456350804e-05,3.090558447205759e-06,6.340839229398526e-05,1.0997955978661194e-05,3.513425401987278e-06,6.340855016904537e-05,1.0997956430668224e-05,6.325515953550017e-14,2.5231421247740026e-09,1e-30,1.7820424661562712e-09,1.8091822610949635e-13,1e-30
