Index,Time,Initial_pH,Final_pH,NO_nM,NO2_nM,NO2-_uM,NO3-_uM,H+_uM,OH-_nM,OH_pM,ONOO-_nM,HONO_uM,HONO2_uM,O3_gas,NO2_gas,N2O4_gas,HONO_gas,HONO2_gas,H2O2_gas,N2O4_source,plasma_on,Aq_H_M,Aq_H2_M,Aq_O_M,Aq_O2_M,Aq_O3_M,Aq_N2_M,Aq_NO_M,Aq_NO2_M,Aq_NO3_M,Aq_N2O_M,Aq_N2O3_M,Aq_N2O4_M,Aq_N2O5_M,Aq_OH_M,Aq_HO2_M,Aq_HO3_M,Aq_H2O2_M,Aq_HONO_M,Aq_HONO2_M,Aq_ONOOH_M,Aq_O2NOOH_M,Aq_H+_M,Aq_OH-_M,Aq_O-_M,Aq_O2-_M,Aq_O3-_M,Aq_HO2-_M,Aq_NO2-_M,Aq_NO3-_M,Aq_ONOO-_M,Aq_O2NOO-_M
248,248.0,6.5,5.117808726867249,1.8759788010728128e-08,31.76968145230099,0.25194006107001243,7.055977278487694,7.624147208152032,1.3116221036960034,2.05278892770766e-06,1.3076378260272017e-05,0.004824902539615891,1e-14,1.2883782682476858e+16,861410924480593.2,203482001324.22736,6211612.418144737,1005733052137460.8,2576756536495.3716,equilibrium,True,1e-20,1e-20,1e-20,0.00025040900092510927,2.0985598967915332e-05,0.0005,1.8759788010728127e-17,3.176968145230099e-08,1e-20,1e-20,1e-20,5.763728383898544e-11,1e-20,2.05278892770766e-18,2.806310725342139e-15,5.310286484218958e-12,4.2790146384382976e-09,4.824902539615891e-09,1e-20,3.704738258770443e-13,2.674472100638185e-12,7.624147208152032e-06,1.3116221036960034e-09,6.3938555977435235e-15,1.913122814902056e-14,1.950148416860066e-12,2.1146740944544725e-15,2.5194006107001244e-07,7.0559772784876934e-06,1.3076378260272017e-14,4.441955180654896e-13
249,249.0,6.5,5.098810341781259,1.9003426035053878e-08,31.759998413998815,0.2528514134255978,7.395988575787448,7.965071124683994,1.2554815699081758,1e-08,1.208290638360276e-05,0.005058888245380858,1e-14,1.2872405462916084e+16,863693695592130.5,204561900118.28558,6244578.050072169,1004956512364279.0,2574481092583.217,equilibrium,True,1e-20,1e-20,1e-20,0.0002504099354514392,2.0965769230068274e-05,0.0005,1.9003426035053877e-17,3.1759998413998815e-08,1e-20,1e-20,1e-20,5.7602103965802104e-11,1e-20,1e-20,3.251323544692481e-15,5.761702544425167e-12,4.273972328547361e-09,5.058888245380858e-09,1e-20,3.5589592976911563e-13,2.442482876528899e-12,7.965071124683994e-06,1.2554815699081758e-09,6.641059302530076e-15,1.9754254162527074e-14,2.0253534768809946e-12,1.2615480977941681e-12,2.5285141342559783e-07,7.395988575787448e-06,1.208290638360276e-14,3.88668589337219e-13
250,250.0,6.5,5.115103146109282,5.9919506341703165e-05,31.78061679642257,0.2590055401683708,7.09655719913872,7.67179260581874,1.3034763208354598,1e-08,1.290718343736708e-05,0.0049912112269033925,1e-14,1.2862688696904936e+16,884710742198912.5,214638611913.5566,6552185.7387828585,1006989985956363.5,2572537739380.9873,equilibrium,True,1e-20,1e-20,1e-20,0.00025042022180812623,2.093934604856555e-05,0.0005,5.991950634170317e-14,3.178061679642257e-08,1e-20,1e-20,1e-20,5.767700649698267e-11,1e-20,1e-20,8.056139107833906e-15,5.276699115511441e-12,4.272008076429787e-09,4.991211226903393e-09,1e-20,3.680166659085469e-13,2.733436144058323e-12,7.67179260581874e-06,1.30347632083546e-09,6.314576901204102e-15,1.66472702008525e-14,1.9255975668796616e-12,2.0939918290250705e-15,2.590055401683708e-07,7.0965571991387205e-06,1.290718343736708e-14,4.5072641297880544e-13
251,251.0,6.5,5.114855917275479,1.946326556460469e-08,31.800877490656692,0.26064575716183613,7.099285734221488,7.676161135422905,1.3027345079949872,1e-08,1.408821824885541e-05,0.005025679444197776,1e-14,1.2851157193679508e+16,889469136724533.0,216953677753.56583,6622856.813507106,1006342343165839.9,2570231438735.9014,equilibrium,True,1e-20,1e-20,1e-20,0.0002504223273618192,2.0918084266566685e-05,0.0005,1.946326556460469e-17,3.180087749065669e-08,1e-20,1e-20,1e-20,5.775067064942587e-11,1e-20,1e-20,2.4391449166549283e-15,4.229850661027276e-12,4.268178153367351e-09,5.025679444197776e-09,1e-20,4.090419259011907e-13,3.828898528572882e-12,7.676161135422905e-06,1.3027345079949873e-09,5.05989121867919e-15,1.511633834269506e-14,1.542841116096156e-12,2.0905097406986813e-15,2.6064575716183614e-07,7.099285734221488e-06,1.4088218248855409e-14,6.296866408944238e-13
252,252.0,6.5,5.11354995285897,1.9549607518407566e-08,31.817513463189467,0.2649836726944249,7.11806546654519,7.699278816133217,1.29882294677928,2.2448779865765612e-06,1.3882187814286078e-05,0.005124708934718217,1e-14,1.2840069297142976e+16,904378769293456.0,224287963206.9278,6846747.567007855,1005705579842237.1,2568013859428.595,equilibrium,True,1e-20,1e-20,1e-20,0.000250429211159257,2.0892792444305626e-05,0.0005,1.9549607518407565e-17,3.1817513463189466e-08,1e-20,1e-20,1e-20,5.781118770736243e-11,1e-20,2.2448779865765613e-18,6.6859787448952236e-15,4.332990368568267e-12,4.264495258087084e-09,5.124708934718217e-09,1e-20,4.0360731207601945e-13,3.68892225230328e-12,7.699278816133217e-06,1.29882294677928e-09,5.167855281238222e-15,1.4119848091988234e-14,1.5756018612357188e-12,2.080425480854337e-15,2.649836726944249e-07,7.11806546654519e-06,1.3882187814286077e-14,6.047187410343701e-13
253,253.0,6.5,5.112371169013492,1.954569568373941e-08,31.80987623093383,0.26878150210927715,7.135181648701553,7.720204971072367,1.2953023964409927,1e-08,1.2637836097914803e-05,0.005212286142036459,1e-14,1.283058586471256e+16,917987342329336.2,231088660889.6164,7054349.703329123,1004997011853012.6,2566117172942.512,equilibrium,True,1e-20,1e-20,1e-20,0.0002504354075142366,2.0870851536709684e-05,0.0005,1.9545695683739412e-17,3.180987623093383e-08,1e-20,1e-20,1e-20,5.778340243757115e-11,1e-20,1e-20,3.115686728330022e-15,5.490188989619509e-12,4.249425676784541e-09,5.212286142036459e-09,1e-20,3.6149856021826893e-13,2.5062772120445726e-12,7.720204971072368e-06,1.2953023964409926e-09,6.531303606224704e-15,1.9459196142563056e-14,1.9911233861355317e-12,1.1921610135987828e-11,2.6878150210927715e-07,7.135181648701553e-06,1.2637836097914803e-14,4.1133627235950833e-13
254,254.0,6.5,5.110868998091268,2.0338111223026103e-08,31.842356987554233,0.2710681710191052,7.159656707559419,7.74695444052386,1.2908298450466493,2.5648413245068602e-06,1.558217292018357e-05,0.0052748433793035595,1e-14,1.2821823006720144e+16,925113622267506.5,234690441492.92596,7164299.797083615,1007483081293648.2,2564364601344.029,equilibrium,True,1e-20,1e-20,1e-20,0.000250438679157733,2.0853028447697135e-05,0.0005,2.0338111223026102e-17,3.1842356987554233e-08,1e-20,1e-20,1e-20,5.79016174792873e-11,1e-20,2.56484132450686e-18,1.5983818770913927e-15,3.86154971180532e-12,4.258434537618114e-09,5.2748433793035595e-09,1e-20,4.605448456471488e-13,4.200241748882846e-12,7.74695444052386e-06,1.2908298450466493e-09,4.57808010654716e-15,1.2789115321369769e-14,1.3955589354907892e-12,2.0607379849469976e-15,2.710681710191052e-07,7.159656707559419e-06,1.5582172920183573e-14,6.83809536045e-13
255,255.0,6.5,5.112995402045114,2.0122495643035003e-08,31.80988247531889,0.2670061440000298,7.1258756052898145,7.7091163080325815,1.2971655375894457,1e-08,1.6339686717621733e-05,0.0051704208532488685,1e-14,1.2811825684961514e+16,911301211815161.2,227734666615.64587,6951963.682221608,1004868377505353.8,2562365136992.3027,equilibrium,True,1e-20,1e-20,1e-20,0.0002504313495661157,2.0843769575789566e-05,0.0005,2.0122495643035004e-17,3.180988247531889e-08,1e-20,1e-20,1e-20,5.778343493547058e-11,1e-20,1e-20,1e-20,1.5855714858518203e-11,4.25511473170885e-09,5.170420853248869e-09,1e-20,4.3275685743857803e-13,3.0870424564157824e-12,7.709116308032582e-06,1.2971655375894457e-09,1.8897192647218028e-14,8.171623005822382e-14,5.760315235013935e-12,2.0723515544075713e-15,2.670061440000298e-07,7.125875605289814e-06,1.6339686717621732e-14,1.2586132444626947e-12
256,256.0,6.5,5.11188527328952,1e-11,31.815244396216745,0.2706039735096178,7.141974777525903,7.728847295538285,1.2938540014644078,1.994225563912591e-06,1.2476706400714777e-05,0.005253502434033938,1e-14,1.2805852339508608e+16,924071123710689.2,234161800283.73453,7148162.181577641,1004270622643141.4,2561170467901.7217,equilibrium,True,1e-20,1e-20,1e-20,0.00025043720863373654,2.0827977471875677e-05,0.0005,1e-20,3.181524439621674e-08,1e-20,1e-20,1e-20,5.7802924220028445e-11,1e-20,1.994225563912591e-18,3.088664971375664e-15,5.426532202347524e-12,4.21497170819528e-09,5.253502434033938e-09,1e-20,3.5730661999746736e-13,2.520936326573904e-12,7.728847295538286e-06,1.2938540014644077e-09,6.449690191226149e-15,1.9217363273922178e-14,1.9658366202294754e-12,3.816091260449514e-11,2.706039735096178e-07,7.141974777525902e-06,1.2476706400714776e-14,4.1322487920769185e-13
257,257.0,6.5,5.110954038948835,2.008553087936979e-08,31.81379697322813,0.26993856927258564,7.159269575049485,7.745437628363017,1.2910826321067166,2.4165319060254648e-06,1.4685497121349152e-05,0.005251833443076132,1e-14,1.2800778875973868e+16,921688423609203.6,232955793482.95905,7111346.901743,1007762289469094.5,2560155775194.7734,equilibrium,True,1e-20,1e-20,1e-20,0.0002504357119080746,2.082103835853723e-05,0.0005,2.008553087936979e-17,3.181379697322813e-08,1e-20,1e-20,1e-20,5.779766415044218e-11,1e-20,2.4165319060254648e-18,1e-20,3.8277638903190025e-12,4.251445301351183e-09,5.251833443076132e-09,1e-20,4.3315222817265947e-13,4.310458534235005e-12,7.745437628363016e-06,1.2910826321067165e-09,4.537596064122487e-15,1e-20,1.3828575403624351e-12,2.057937512819547e-15,2.699385692725856e-07,7.159269575049485e-06,1.4685497121349152e-14,7.018917743355833e-13
258,258.0,6.5,5.11102088542607,2.0198420177538256e-08,31.808288455728484,0.2668702005740275,7.161145589695431,7.744245544656328,1.291281370455117,1e-08,1.572648420442393e-05,0.00519133718930795,1e-14,1.2798045246112604e+16,911009871628460.2,227589077750.4871,6947519.350060146,1010696494441633.8,2559609049222.521,equilibrium,True,1e-20,1e-20,1e-20,0.00025043039065316254,2.0821866482502877e-05,0.0005,2.0198420177538257e-17,3.180828845572848e-08,1e-20,1e-20,1e-20,5.777761720448831e-11,1e-20,1e-20,5.3694326652465156e-15,4.680489466311597e-12,4.25053732820515e-09,5.19133718930795e-09,1e-20,4.612354194794038e-13,3.3543579586993857e-12,7.744245544656328e-06,1.2912813704551169e-09,5.552014666175362e-15,1.585624513520623e-14,1.6921379575910639e-12,2.0580547848799483e-15,2.668702005740275e-07,7.16114558969543e-06,1.572648420442393e-14,5.468379416641998e-13
259,259.0,6.5,5.111559032432572,1.952490502721238e-08,31.80596693415226,0.26346914269778887,7.154956473617245,7.7346553662515785,1.2928824267565728,2.1936316853305374e-06,1.3544592365955337e-05,0.005118830717601435,1e-14,1.2794867804990032e+16,898086429258894.5,221177791818.2114,6751804.628099336,1013145736756607.0,2558973560998.0063,equilibrium,True,1e-20,1e-20,1e-20,0.00025042423495399475,2.0822712348158696e-05,0.0005,1.952490502721238e-17,3.180596693415226e-08,1e-20,1e-20,1e-20,5.7769186270903725e-11,1e-20,2.1936316853305372e-18,7.26014668641252e-15,4.824166946790569e-12,4.2494822583327706e-09,5.118830717601436e-09,1e-20,3.9303973928768817e-13,3.194161650578349e-12,7.734655366251579e-06,1.2928824267565728e-09,5.729466196037801e-15,1.5680602004134945e-14,1.7461889096700817e-12,2.060999026936952e-15,2.634691426977889e-07,7.154956473617246e-06,1.3544592365955336e-14,5.21764372160115e-13
260,260.0,6.5,6.5,1e-11,1506.9637778057827,1e-14,1e-14,0.31622776601683794,31.622776601683793,1.0,1e-11,1.1448009397705403e-08,1.6869564648684012,1.27927162276324e+16,907493586994642.5,225835587303.5477,6893991.259298194,1015885183143751.2,2558543245526.48,equilibrium,True,1e-20,1e-20,1e-20,0.00025,2.124330160682896e-05,0.0005,1e-20,1.5069637778057828e-06,7.593452377581973e-08,1e-20,1e-20,3.750175810420918e-10,2.1086955667753956e-06,1e-12,1e-11,1e-20,4.248660321365792e-09,1.1448009397705404e-14,1.6869564648684012e-06,1e-20,1e-20,3.162277660168379e-07,3.162277660168379e-08,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
261,261.0,6.5,5.111106993050401,1e-11,31.79421949479541,0.2628386142629773,7.1636413453089895,7.7427102442757,1.2915374183656096,1e-08,1.1835853301603932e-05,0.00511189844467119,1e-14,1.2787000871730904e+16,895545012814923.5,219927779496.23007,6713646.009589972,1015267445385587.4,2557400174346.1807,equilibrium,True,1e-20,1e-20,1e-20,0.00025042277297373605,2.081110175681378e-05,0.0005,1e-20,3.179421949479541e-08,1e-20,1e-20,1e-20,5.77264637612688e-11,1e-20,1e-20,2.491491175871874e-15,4.345842219092583e-12,4.246868809000657e-09,5.11189844467119e-09,1e-20,2.161556702423686e-14,3.8035216748598184e-12,7.7427102442757e-06,1.2915374183656096e-09,5.156694281779483e-15,1.538802124967453e-14,1.5715243601449104e-12,2.0570071515980022e-15,2.6283861426297725e-07,7.16364134530899e-06,1.1835853301603933e-14,6.202028057177358e-13
262,262.0,6.5,5.111430857444231,1.9710736063264512e-08,31.80108980278069,0.26204226198775327,7.158666472861108,7.736938461509209,1.2925009097324698,2.360687027471288e-06,1.4474991811976518e-05,0.00509261123414804,1e-14,1.277961280433437e+16,893054172794384.4,218706080790.95703,6676351.70935939,1014787140681542.6,2555922560866.874,equilibrium,True,1e-20,1e-20,1e-20,0.0002504209805222198,2.0800638751863157e-05,0.0005,1.9710736063264514e-17,3.180108980278069e-08,1e-20,1e-20,1e-20,5.775143850771703e-11,1e-20,2.360687027471288e-18,1.5862404592220978e-15,4.618807889926832e-12,4.244415676419124e-09,5.09261123414804e-09,1e-20,4.226421771647435e-13,3.3691120904803042e-12,7.73693846150921e-06,1.2925009097324697e-09,5.485094233688676e-15,1.6708940886240843e-14,1.6715080808621265e-12,2.0578376641132966e-15,2.6204226198775326e-07,7.158666472861108e-06,1.447499181197652e-14,5.502303292290324e-13
263,263.0,6.5,5.111449106978644,1e-11,31.791088806238236,0.26123644640024024,7.159147381570833,7.73661335362956,1.2925552231912376,1e-08,1.5730247642123943e-05,0.005076737427079145,1e-14,1.276984793015334e+16,889636051607301.0,217035111035.466,6625342.694232721,1015756902685191.2,2553969586030.668,equilibrium,True,1e-20,1e-20,1e-20,0.00025041910838250473,2.0786292786818787e-05,0.0005,1e-20,3.179108880623824e-08,1e-20,1e-20,1e-20,5.771508565162e-11,1e-20,1e-20,2.1541789792261255e-15,3.722451138461735e-12,4.2411725282251314e-09,5.076737427079145e-09,1e-20,4.653521034774712e-13,4.238813524354625e-12,7.73661335362956e-06,1.2925552231912375e-09,4.421077262568975e-15,1.3212039119171949e-14,1.3471583101626636e-12,2.056420302254664e-15,2.612364464002402e-07,7.159147381570833e-06,1.5730247642123944e-14,6.911023387820391e-13
264,264.0,6.5,5.110519432034688,6.359433435935893e-06,31.78151465339283,0.2603719521036273,7.17659083739926,7.753192517660264,1.28979126692222,2.2387523777132263e-06,1.3680510986497897e-05,0.005070780465206499,1e-14,1.2759146728823626e+16,885073159999878.5,214814499427.8572,6557554.985502058,1020230057862534.9,2551829345764.725,equilibrium,True,1e-20,1e-20,1e-20,0.0002504170921511414,2.077053002212513e-05,0.0005,6.359433435935893e-15,3.178151465339283e-08,1e-20,1e-20,1e-20,5.7680282130336816e-11,1e-20,2.238752377713226e-18,2.538116616345185e-15,4.4164107867827866e-12,4.237618177153135e-09,5.070780465206499e-09,1e-20,4.0014231202367046e-13,3.639445105859833e-12,7.753192517660264e-06,1.28979126692222e-09,5.234507137502633e-15,1.561827189347537e-14,1.5948838757438682e-12,2.0490893400578713e-15,2.603719521036273e-07,7.1765908373992606e-06,1.3680510986497897e-14,5.927870826415627e-13
265,265.0,6.5,5.111777681560965,1.934779775972888e-08,31.78044252945094,0.25798612688937783,7.156546379476263,7.7307622704882215,1.2935335029275745,2.2128036484393047e-06,1.3591131021009918e-05,0.0050097806663166305,1e-14,1.2748414178386424e+16,875529155003446.9,210206661697.23715,6416893.394393029,1019360843965166.6,2549682835677.2847,equilibrium,True,1e-20,1e-20,1e-20,0.00025041241391241475,2.0757391862614902e-05,0.0005,1.934779775972888e-17,3.178044252945094e-08,1e-20,1e-20,1e-20,5.767637412506951e-11,1e-20,2.2128036484393045e-18,6.96734251916366e-15,4.612849882670334e-12,4.234053958683735e-09,5.009780666316631e-09,1e-20,3.952234033968178e-13,3.464869254458287e-12,7.730762270488222e-06,1.2935335029275744e-09,5.48326660886264e-15,1.500894620861023e-14,1.6705403580588595e-12,2.0551390488353185e-15,2.5798612688937784e-07,7.1565463794762635e-06,1.3591131021009917e-14,5.65956463628161e-13
266,266.0,6.5,5.111121269755173,1.933913941172811e-08,31.77545442005924,0.25954553389549484,7.16668050215724,7.742455719809005,1.2915798761958819,2.213580942450898e-06,1.3546959913530413e-05,0.005047686009049219,1e-14,1.2739921371554848e+16,879982405446689.0,212350470567.53265,6482336.577152166,1020166495674001.1,2547984274310.9697,equilibrium,True,1e-20,1e-20,1e-20,0.00025041468671021275,2.0741012056527086e-05,0.0005,1.933913941172811e-17,3.177545442005924e-08,1e-20,1e-20,1e-20,5.765826903541118e-11,1e-20,2.213580942450898e-18,2.8282940211805336e-14,4.493642017051278e-12,4.2312331265409335e-09,5.0476860090492185e-09,1e-20,3.950638611487842e-13,3.5390072309112014e-12,7.742455719809005e-06,1.2915798761958819e-09,5.331008746034149e-15,1e-20,1.6239771510827185e-12,2.0497052423766218e-15,2.5954553389549484e-07,7.16668050215724e-06,1.3546959913530412e-14,5.770147062365077e-13
267,267.0,6.5,5.1113549780186025,2.051800904416629e-08,31.769178576214653,0.2578158280714549,7.164244829184212,7.738290368476736,1.2922751052069088,1e-08,1.3363415287077566e-05,0.005011348894640801,1e-14,1.2731898360372832e+16,873394190959183.8,209182740366.73557,6385636.563762527,1021447785252119.9,2546379672074.5664,equilibrium,True,1e-20,1e-20,1e-20,0.00025041132393001717,2.0731049034970144e-05,0.0005,2.0518009044166293e-17,3.176917857621465e-08,1e-20,1e-20,1e-20,5.7635458543453536e-11,1e-20,1e-20,2.6027757725939885e-15,4.5355913887392996e-12,4.228568524543591e-09,5.0113488946408016e-09,1e-20,3.890239114194759e-13,3.5697560207242304e-12,7.738290368476736e-06,1.2922751052069087e-09,5.387286005833867e-15,1.607037031551054e-14,1.6410772454522542e-12,2.0499217045924816e-15,2.5781582807145493e-07,7.164244829184212e-06,1.3363415287077567e-14,5.826720157123985e-13
268,268.0,6.5,5.111254910716932,1.921344737278321e-08,31.773019556496788,0.25636618901470487,7.16747766937825,7.740073580297656,1.2919773819075593,1e-08,1.3481878781956357e-05,0.004984319555054726,1e-14,1.27253585147388e+16,868136852915930.5,206671996715.52997,6308992.1119628,1023258359080115.8,2545071702947.76,equilibrium,True,1e-20,1e-20,1e-20,0.0002504084706588638,2.0723051898691384e-05,0.0005,1.921344737278321e-17,3.177301955649679e-08,1e-20,1e-20,1e-20,5.7649407315496266e-11,1e-20,1e-20,1.6898014027938015e-15,4.7204338129482734e-12,4.22639649360777e-09,4.9843195550547265e-09,1e-20,3.9190313479756017e-13,3.3714818112875414e-12,7.740073580297656e-06,1.2919773819075594e-09,5.605907586189963e-15,1.698905165195825e-14,1.7075879926616285e-12,2.0483360981571507e-15,2.5636618901470487e-07,7.16747766937825e-06,1.3481878781956357e-14,5.505295817552307e-13
269,269.0,6.5,5.1106885235280695,1e-11,31.757522697821507,0.2561946984725454,7.177750012307476,7.750174418716075,1.2902935417652448,2.169339901714509e-06,1.3249914656511202e-05,0.00498748561731861,1e-14,1.271762169488612e+16,867785488055777.8,206504736031.63196,6303886.2129918495,1024929059258649.9,2543524338977.224,equilibrium,True,1e-20,1e-20,1e-20,0.00025040784059174873,2.0710823621387163e-05,0.0005,1e-20,3.175752269782151e-08,1e-20,1e-20,1e-20,5.759309812598042e-11,1e-20,2.1693399017145092e-18,2.564723438104516e-15,4.458695219043264e-12,4.223826767564315e-09,4.9874856173186105e-09,1e-20,3.865571100204674e-13,3.582058721197025e-12,7.750174418716075e-06,1.2902935417652447e-09,5.288428173628234e-15,1.5777046377595112e-14,1.6107809493358215e-12,2.0436671430793474e-15,2.561946984725454e-07,7.177750012307475e-06,1.3249914656511203e-14,5.837287997329869e-13
270,270.0,6.5,5.110746915217083,1.9234665103227752e-08,31.754740427045974,0.25529450718230995,7.1776081929749544,7.749132463609876,1.2904670357623849,2.154513214548504e-06,1.3213380568084276e-05,0.0049692929130892936,1e-14,1.2710048628211776e+16,864602668059400.5,204992698630.58008,6257728.861304967,1025584304428013.6,2542009725642.355,equilibrium,True,1e-20,1e-20,1e-20,0.00025040591870768803,2.0700173819792715e-05,0.0005,1.923466510322775e-17,3.175474042704597e-08,1e-20,1e-20,1e-20,5.758302026187141e-11,1e-20,2.154513214548504e-18,2.7669851369467976e-15,4.825283785217141e-12,4.221311586784537e-09,4.969292913089293e-09,1e-20,3.837040348227326e-13,3.1705775282197882e-12,7.749132463609876e-06,1.2904670357623848e-09,5.724347069622606e-15,1.7066499507725592e-14,1.7434512143463337e-12,2.042851209250773e-15,2.5529450718230997e-07,7.177608192974954e-06,1.3213380568084277e-14,5.172317018780455e-13
271,271.0,6.5,5.10896477875979,1.9567713328267752e-08,31.773100981717327,0.2574508837919447,7.207316024527473,7.7809965228708,1.2851824275529935,2.3996849810299495e-06,1.4450565237980437e-05,0.00503187274673381,1e-14,1.2703191960368668e+16,873357538979398.9,209165184031.28326,6385100.628639996,1027951781890729.9,2540638392073.7334,equilibrium,True,1e-20,1e-20,1e-20,0.0002504091492468255,2.068555783248991e-05,0.0005,1.9567713328267754e-17,3.177310098171733e-08,1e-20,1e-20,1e-20,5.764970170435306e-11,1e-20,2.3996849810299495e-18,2.33047612892017e-15,4.0307690285257685e-12,4.219033875183125e-09,5.03187274673381e-09,1e-20,4.2726647099072493e-13,3.993681242107861e-12,7.7809965228708e-06,1.2851824275529935e-09,4.762507828266433e-15,1.4217560565388115e-14,1.4504176982286075e-12,2.0308967969753445e-15,2.574508837919447e-07,7.207316024527473e-06,1.4450565237980437e-14,6.477028868886486e-13
272,272.0,6.5,5.109144780011484,2.4992892189977443e-08,31.764716026721775,0.2571418660941168,7.204401743587944,7.777772215489139,1.2857152052010548,3.299448509354591e-06,1.973577134826005e-05,0.005023750384903919,1e-14,1.2695291499772396e+16,872211270784288.0,208616492236.58496,6368350.937053016,1027634309612163.5,2539058299954.479,equilibrium,True,1e-20,1e-20,1e-20,0.0002504084715222195,2.06731862757143e-05,0.0005,2.4992892189977443e-17,3.1764716026721774e-08,1e-20,1e-20,1e-20,5.7619248033879757e-11,1e-20,3.2994485093545913e-18,1e-20,4.087025476165716e-12,4.216409985391957e-09,5.023750384903919e-09,1e-20,5.877243825717162e-13,4.773819862305782e-12,7.77777221548914e-06,1.2857152052010548e-09,4.8288174931677955e-15,1e-20,1.470386256522352e-12,2.0307305144943103e-15,2.571418660941168e-07,7.204401743587944e-06,1.9735771348260053e-14,8.046263312216588e-13
273,273.0,6.5,5.10805752580662,1.986924735043414e-08,31.7887666461251,0.25945374897088247,7.221585032773605,7.797268225767691,1.2825004489389713,2.5417636005394707e-06,1.5122165474589646e-05,0.005081623277378686,1e-14,1.2687904502204832e+16,879836904086991.6,212280253873.1046,6480193.100637133,1028645198703649.0,2537580900440.9663,equilibrium,True,1e-20,1e-20,1e-20,0.00025041168205875856,2.0657631986698375e-05,0.0005,1.986924735043414e-17,3.17887666461251e-08,1e-20,1e-20,1e-20,5.770664312778138e-11,1e-20,2.5417636005394707e-18,5.302139703329957e-15,3.3798524537520874e-12,4.213956314993765e-09,5.081623277378687e-09,1e-20,4.5206871140183067e-13,4.6696422229834245e-12,7.79726822576769e-06,1.2825004489389713e-09,3.985322353785757e-15,1.0876977527034736e-14,1.2135692103767786e-12,2.022922324296071e-15,2.5945374897088245e-07,7.221585032773605e-06,1.5122165474589646e-14,7.548089522896765e-13
274,274.0,6.5,5.108384737054254,1.977568642078233e-08,31.78803740819623,0.2593730391854107,7.21579390230807,7.791395728933368,1.2834670895881495,2.523638654083552e-06,1.5125413110648388e-05,0.005076216483314218,1e-14,1.2681370826698016e+16,878051605583245.0,211419641831.4711,6453921.546346208,1028469895899157.9,2536274165339.603,equilibrium,True,1e-20,1e-20,1e-20,0.000250411235215668,2.0647230283819605e-05,0.0005,1.9775686420782332e-17,3.178803740819623e-08,1e-20,1e-20,1e-20,5.7703994298665894e-11,1e-20,2.5236386540835517e-18,6.734928081326171e-14,4.253550593274957e-12,4.211786405924861e-09,5.076216483314218e-09,1e-20,4.4861080623727963e-13,4.5009320761323536e-12,7.791395728933369e-06,1.2834670895881494e-09,5.015521596577191e-15,1e-20,1.5272519783341382e-12,2.023848398891247e-15,2.5937303918541073e-07,7.21579390230807e-06,1.512541311064839e-14,7.65773908379126e-13
275,275.0,6.5,5.108959029445262,1.9412920011372523e-08,31.770551822417904,0.2587945949239928,7.206075211617809,7.781099530609395,1.2851654140530955,1e-08,1.334966946470176e-05,0.005058202516382377,1e-14,1.267512689367838e+16,874710567727385.0,209813774591.36542,6404899.88926786,1027980478777006.5,2535025378735.676,equilibrium,True,1e-20,1e-20,1e-20,0.00025041005599811853,2.0638048262317636e-05,0.0005,1.9412920011372523e-17,3.1770551822417905e-08,1e-20,1e-20,1e-20,5.764043691153295e-11,1e-20,1e-20,2.689665399628049e-15,4.6896479302468106e-12,4.209712768692595e-09,5.058202516382377e-09,1e-20,3.9026782725986e-13,3.3806525132580577e-12,7.781099530609395e-06,1.2851654140530955e-09,5.542214028615942e-15,1.6520929566236017e-14,1.6874827990416351e-12,2.0263247048941468e-15,2.587945949239928e-07,7.206075211617809e-06,1.334966946470176e-14,5.489786760025847e-13
276,276.0,6.5,5.1114165090177215,1.9595217812445764e-08,31.766532532766643,0.25614310338230156,7.164821297915595,7.73719408236422,1.2924582081813147,2.47099996961939e-06,1.498101179382101e-05,0.004978129604138592,1e-14,1.266949387275162e+16,863517985574820.5,204478676357.3385,6242037.512119823,1024209959095351.5,2533898774550.324,equilibrium,True,1e-20,1e-20,1e-20,0.00025040525356759627,2.0633507172359994e-05,0.0005,1.9595217812445764e-17,3.176653253276664e-08,1e-20,1e-20,1e-20,5.762583983284026e-11,1e-20,2.4709999696193898e-18,1e-20,4.374530470603878e-12,4.207842542329036e-09,4.978129604138592e-09,1e-20,4.3890816775775717e-13,3.670541023388276e-12,7.73719408236422e-06,1.2924582081813148e-09,5.199340269454991e-15,1.4929872622992878e-14,1.5830101290163147e-12,2.0403615501040417e-15,2.5614310338230154e-07,7.164821297915595e-06,1.498101179382101e-14,5.987571269297888e-13
